,Date,Unix,Ticker,DE Ratio,Price,stock_p_change,SP500,sp500_p_change,Difference,Status
207,2003-11-17 22:46:03,1069137963.0,agn,0.739,76.65,0.0,1043.63,0.0,0.0,Underperform
208,2004-06-19 14:49:29,1087681769.0,agn,0.695,91.42,19.26940639269406,1133.56,8.61703860563608,10.652367787057978,Outperform
209,2004-08-10 02:33:38,1092130418.0,agn,0.637,69.32,-9.562948467058071,1079.04,3.392964939681674,-12.955913406739745,Underperform
210,2004-11-02 14:09:49,1099429789.0,agn,0.637,72.5,-5.414220482713641,1130.56,8.329580406849155,-13.743800889562795,Underperform
211,2005-03-10 01:40:57,1110447657.0,agn,0.522,75.47,-1.5394651011089455,1209.25,15.869608961030238,-17.409074062139183,Underperform
212,2005-04-04 23:20:33,1112682033.0,agn,0.522,69.07,-9.889106327462507,1176.12,12.695112252426604,-22.58421857988911,Underperform
213,2005-08-29 12:42:47,1125344567.0,agn,0.51,92.83,21.10893672537507,1212.28,16.15994174180503,4.948994983570039,Outperform
214,2006-06-21 09:29:01,1150907341.0,agn,0.47,104.14,35.86431833007174,1252.2,19.98505217366307,15.879266156408669,Outperform
215,2007-02-20 16:30:00,1172017800.0,agn,0.544,113.32,47.840834964122614,1459.68,39.8656612017669,7.975173762355716,Outperform
216,2007-04-06 22:28:10,1175923690.0,agn,0.544,113.52,48.10176125244617,1437.77,37.76625815662638,10.335503095819789,Outperform
217,2008-01-23 23:06:53,1201158413.0,agn,0.449,65.01,-15.185909980430528,1338.6,28.26384829872654,-43.44975827915707,Underperform
218,2008-02-16 18:44:49,1203216289.0,agn,0.436,63.89,-16.647097195042406,1367.21,31.00524132115787,-47.652338516200274,Underperform
219,2008-05-17 08:24:31,1211037871.0,agn,0.429,54.11,-29.406392694063932,1408.66,34.97695543439725,-64.38334812846118,Underperform
220,2004-02-15 09:40:39,1076866839.0,aig,1.15,74.72,0.0,1152.11,0.0,0.0,Underperform
221,2004-08-18 11:50:54,1092855054.0,aig,1.173,68.32,-8.565310492505361,1095.17,-4.942236418397535,-3.6230740741078264,Underperform
222,2005-01-18 04:07:03,1106050023.0,aig,1.162,66.14,-11.482869379014987,1195.98,3.8077961305778203,-15.290665509592808,Underperform
223,2005-04-28 12:07:20,1114715240.0,aig,1.162,51.85,-30.607601713062095,1143.22,-0.7716277091597047,-29.83597400390239,Underperform
224,2006-01-07 18:38:22,1136687902.0,aig,1.294,70.11,-6.169700214132762,1273.46,10.532848425931563,-16.702548640064325,Underperform
225,2006-06-17 17:06:59,1150589219.0,aig,1.384,59.87,-19.87419700214133,1230.04,6.764111065783656,-26.638308067924985,Underperform
226,2007-03-15 06:01:57,1173963717.0,aig,1.687,67.0,-10.331905781584581,1392.28,20.846099764779414,-31.178005546363995,Underperform
227,2007-05-04 05:36:10,1178282170.0,aig,1.687,70.65,-5.447002141327614,1505.62,30.683702077058616,-36.13070421838623,Underperform
228,2007-06-05 04:27:22,1181042842.0,aig,1.614,72.55,-2.904175588865099,1530.95,32.882276865924275,-35.78645245478938,Underperform
229,2007-07-06 07:35:21,1183732521.0,aig,1.614,70.27,-5.955567451820133,1530.44,32.83801025943705,-38.79357771125718,Underperform
230,2008-01-23 16:02:26,1201132946.0,aig,1.918,52.07,-30.313169164882225,1338.6,16.18682243882963,-46.499991603711855,Underperform
231,2008-05-23 12:57:40,1211572660.0,aig,2.282,37.81,-49.397751605995715,1375.93,19.426964439159473,-68.82471604515518,Underperform
232,2008-09-21 02:42:52,1221990172.0,aig,2.411,3.85,-94.84743040685225,1206.51,4.721771358637639,-99.5692017654899,Underperform
233,2008-10-27 11:48:40,1225133320.0,aig,2.411,1.7,-97.72483940042827,848.92,-26.316063570318803,-71.40877583010946,Underperform
234,2008-12-17 11:42:57,1229542977.0,aig,3.273,1.8,-97.59100642398288,904.42,-21.498815217296958,-76.09219120668592,Underperform
235,2008-12-19 05:47:27,1229694447.0,aig,3.273,1.67,-97.76498929336188,887.88,-22.934442023765087,-74.83054726959679,Underperform
236,2009-01-06 14:34:51,1231281291.0,aig,3.273,1.66,-97.77837259100643,934.7,-18.87059395370233,-78.9077786373041,Underperform
