,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
124,N/A,N/A,lmt,N/A,N/A,N/A,N/A,N/A,181.44,17.73,1.37,18.36,7.93,11.77,9.16,1.5,143.94,62400000000.0,67120000000.00001,16.01,2.02,1.47,10.90,1.47,5260000000.0,1.5,3610000000.0,11.21,85.20,8.60,1450000000.0,4.61,6170000000.0,1.11,10.83,198.72,1.5,0.10,86.10,3000000.0,2.40,1.10,3060000.0,N/A
125,N/A,N/A,lnc,N/A,N/A,N/A,N/A,N/A,38.50,10.14,1.08,0.93,11.18,16.70,0.58,1.5,51.96,14730000000.0,14810000000.0,8.47,0.99,1.09,6.53,1.09,4800000000.0,1.5,1510000000.0,5.67,0.90,18.10,5980000000.0,23.34,6060000000.0,6.53,61.35,57.46,1.5,0.32,88.10,6490000.0,2.70,2.50,6940000.0,N/A
126,N/A,N/A,lrcx,N/A,N/A,N/A,N/A,N/A,30.64,17.53,2.30,2.24,14.73,16.04,6.22,1.5,29.70,11270000000.0,9920000000.0,12.43,0.76,2.04,9.34,2.04,2009999999.9999998,1.5,715810000.0,4.04,18.80,10.40,2880000000.0,18.10,1530000000.0,2.88,31.39,70.75,1.5,0.26,96.70,8450000.0,5.60,5.80,8680000.0,N/A
127,N/A,N/A,lyb,N/A,N/A,N/A,N/A,N/A,85.18,11.01,0.93,5.19,9.15,12.58,13.90,1.5,88.05,41980000000.0,46460000000.0,9.99,1.21,1.02,6.93,1.02,6670000000.0,1.5,4170000000.0,7.99,32.50,7.60,2620000000.0,5.50,7110000000.0,2.14,17.07,87.98,1.5,17.60,77.50,9660000.0,2.40,2.50,10270000.0,N/A
128,N/A,N/A,ma,N/A,N/A,N/A,N/A,N/A,22.49,28.07,10.52,14.72,38.18,53.90,21.58,1.5,8.13,99950000000.0,95180000000.0,20.87,1.50,10.05,17.54,10.05,9470000000.0,1.5,3620000000.0,3.10,28.60,13.60,6300000000.0,5.49,1540000000.0,1.77,5.89,87.03,1.5,10.66,78.50,18580000.0,3.50,1.90,14820000.0,N/A
129,N/A,N/A,mac,N/A,N/A,N/A,N/A,N/A,104.18,7.72,10.77,2.21,129.63,26.49,1.73,1.5,8.08,12760000000.0,18960000000.0,19.48,3.07,16.40,27.68,16.40,663320000.0,1.5,1500000000.0,10.45,886.50,11.30,84910000.0,0.54,6290000000.0,0.36,35.65,80.66,1.5,0.64,105.00,1930000.0,1.30,1.60,1650000.0,N/A
130,N/A,N/A,mat,N/A,N/A,N/A,N/A,N/A,71.21,15.62,1.30,2.65,8.28,12.18,6.97,1.5,17.77,7660000000.0,8790000000.0,14.16,2.71,1.46,8.95,1.46,3000000000.0,1.5,494850000.0,1.45,59.40,5.60,971650000.0,2.87,2100000000.0,2.93,8.72,22.65,1.5,0.33,96.50,32610000.0,7.20,9.60,32140000.0,N/A
131,N/A,N/A,mcd,N/A,N/A,N/A,N/A,N/A,116.68,19.88,3.37,7.21,17.34,29.04,14.05,1.5,27.99,92100000000.0,105020000000.0,18.01,3.20,3.83,10.93,3.83,10460000000.0,1.5,4760000000.0,4.82,21.40,7.30,2080000000.0,2.17,15000000000.0,1.52,13.35,95.83,1.5,0.04,65.30,15770000.0,1.80,1.60,14460000.0,N/A
132,N/A,N/A,mmc,N/A,N/A,N/A,N/A,N/A,47.48,21.29,2.34,4.30,11.31,17.77,8.26,1.5,23.76,30470000000.0,31900000000.0,16.54,1.54,2.46,11.86,2.46,12950000000.0,1.5,1440000000.0,2.66,3.00,4.20,1960000000.0,3.63,3390000000.0,1.63,13.06,56.56,1.5,0.14,86.30,4840000.0,2.40,0.90,3480000.0,N/A
133,N/A,N/A,mmm,N/A,N/A,N/A,N/A,N/A,52.47,21.74,3.24,7.87,15.58,22.42,13.76,1.5,49.02,103340000000.0,107710000000.0,18.15,2.10,3.39,12.61,3.39,15370000000.0,1.5,4960000000.0,7.49,6.90,2.00,2520000000.0,3.98,6900000000.0,1.96,20.64,162.80,1.5,0.03,70.00,7730000.0,4.00,1.30,7690000.0,N/A
134,N/A,N/A,mon,N/A,N/A,N/A,N/A,N/A,107.46,22.84,3.63,7.63,15.86,23.93,9.75,1.5,30.00,56210000000.0,61740000000.0,17.33,1.71,4.13,14.37,4.13,8570000000.0,1.5,2350000000.0,5.09,14.70,10.90,2720000000.0,5.62,8240000000.0,1.96,15.32,116.30,1.5,0.25,86.50,11160000.0,4.10,2.30,11180000.0,N/A
135,N/A,N/A,mpc,N/A,N/A,N/A,N/A,N/A,58.27,11.06,0.30,2.59,2.77,4.26,8.26,1.5,320.19,26510000000.0,31650000000.0,10.60,1.06,0.35,6.07,0.35,13540000000.0,1.5,2520000000.0,8.78,27.50,12.80,1490000000.0,5.47,6640000000.0,1.32,39.24,97.08,1.5,0.77,82.30,4840000.0,1.70,2.00,5660000.0,N/A
136,N/A,N/A,mrk,N/A,N/A,N/A,N/A,N/A,43.90,14.03,3.82,3.32,28.22,21.58,5.58,1.5,14.60,162060000000.0,167760000000.0,14.99,3.70,3.97,11.26,3.97,25470000000.0,1.5,11920000000.0,4.07,836.70,7.40,15720000000.0,5.54,21420000000.0,1.77,17.14,57.10,1.5,0.04,75.70,28540000.0,2.60,1.00,25500000.0,N/A
137,N/A,N/A,mro,N/A,N/A,N/A,N/A,N/A,30.40,6.07,1.65,0.86,27.88,11.58,2.21,1.5,16.07,18270000000.0,22260000000.0,386.71,2.44,2.04,4.88,2.04,8600000000.0,1.5,969000000.0,4.46,146.90,1.60,2400000000.0,3.55,6390000000.0,1.05,31.14,27.07,1.5,0.33,83.80,8220000.000000001,1.20,1.40,8580000.0,N/A
138,N/A,N/A,msft,N/A,N/A,N/A,N/A,N/A,31.28,16.25,3.57,3.64,22.12,30.59,10.88,1.5,11.33,330530000000.0,269700000000.0,13.99,2.08,2.89,8.02,2.89,59900000000.0,1.5,20680000000.0,2.48,10.60,8.00,89570000000.0,10.92,28740000000.0,2.45,11.18,40.29,1.5,7.91,71.30,67680000.0,2.00,0.90,67140000.0,N/A
139,N/A,N/A,msi,N/A,N/A,N/A,N/A,N/A,122.92,11.82,2.46,5.36,22.09,16.51,5.45,1.5,23.95,13540000000.0,12990000000.0,15.40,10.04,2.21,11.36,2.21,2830000000.0,1.5,697000000.0,5.29,41.20,0.30,3950000000.0,18.25,3400000000.0,3.06,12.44,62.51,1.5,0.43,90.40,3560000.0,2.00,1.70,4099999.9999999995,N/A
140,N/A,N/A,mu,N/A,N/A,N/A,N/A,N/A,46.66,8.68,1.73,2.50,21.85,22.56,11.25,1.5,15.84,28790000000.0,30830000000.0,6.94,0.55,1.83,5.08,1.83,5440000000.0,1.5,3690000000.0,3.08,180.20,13.10,4230000000.0000005,3.93,5830000000.0,2.19,10.86,26.73,1.5,0.55,96.80,74220000.0,3.40,6.90,71620000.0,N/A
141,N/A,N/A,myl,N/A,N/A,N/A,N/A,N/A,262.14,24.83,2.84,6.68,12.04,20.04,6.20,1.5,20.66,21980000000.0,30290000000.0,12.52,1.07,3.92,14.52,3.92,3530000000.0,1.5,929400000.0,2.34,5.00,15.20,284100000.0,0.75,8590000000.0,1.28,8.68,58.10,1.5,0.64,93.00,27290000.0,6.50,7.40,24870000.0,N/A
142,N/A,N/A,nbl,N/A,N/A,N/A,N/A,N/A,59.77,15.30,3.60,1.72,24.62,33.99,4.97,1.5,13.66,18150000000.0,23140000000.0,55.47,76.10,4.69,6.74,4.69,4139999999.9999995,1.5,1210000000.0,3.26,198.50,18.40,1180000000.0,3.25,6170000000.0,1.22,28.39,49.92,1.5,1.82,93.20,6390000.0,1.40,2.20,6160000.0,N/A
143,N/A,N/A,ndaq,N/A,N/A,N/A,N/A,N/A,39.92,20.97,2.43,1.47,11.83,24.69,4.38,1.5,20.72,8460000000.000001,10330000000.0,13.51,1.62,2.95,10.32,2.95,1950000000.0,1.5,414000000.0,2.39,39.00,8.40,442000000.0,2.62,2310000000.0,1.14,34.32,50.11,1.5,18.65,79.70,3030000.0,3.80,2.50,3060000.0,N/A
144,N/A,N/A,nee,N/A,N/A,N/A,N/A,N/A,143.91,18.71,2.73,2.33,14.48,25.82,3.81,1.5,39.18,46450000000.0,74900000000.0,17.29,2.98,4.40,10.27,4.40,8270000000.0,1.5,2460000000.0,5.60,170.30,28.50,577000000.0,1.30,29020000000.0,0.72,44.96,104.75,1.5,0.35,73.30,9990000.0,4.10,2.30,10000000.0,N/A
145,N/A,N/A,nflx,N/A,N/A,N/A,N/A,N/A,50.04,95.85,4.54,13.44,4.85,7.32,4.04,1.5,91.63,25050000000.0,24370000000.0,75.84,5.13,4.43,53.37,4.43,1750000000.0,1.5,266800000.0,4.32,72.20,26.30,1610000000.0,26.59,929600000.0,1.48,30.75,414.08,1.5,1.92,88.20,5360000.0,3.20,9.40,5020000.0,N/A
146,N/A,N/A,ni,N/A,N/A,N/A,N/A,N/A,161.93,26.47,2.16,2.26,8.19,18.30,3.12,1.5,20.53,13960000000.0,23940000000.0,23.12,2.35,3.70,13.66,3.70,4250000000.0,1.5,530700000.00000006,1.67,1.60,5.90,25400000.0,0.08,10000000000.0,0.62,19.54,44.16,1.5,0.46,79.60,6020000.0,3.20,1.90,5850000.0,N/A
147,N/A,N/A,nke,N/A,N/A,N/A,N/A,N/A,10.12,28.48,2.84,6.93,10.27,13.60,13.41,1.5,34.93,85850000000.0,81740000000.0,25.17,2.31,2.70,17.16,2.70,12450000000.0,1.5,3110000000.0,3.50,15.50,7.00,5360000000.0,6.22,1250000000.0,2.72,14.36,99.66,1.5,0.18,84.40,7130000.0,2.10,1.30,5740000.0,N/A
148,N/A,N/A,nov,N/A,N/A,N/A,N/A,N/A,15.24,8.76,0.95,1.01,11.67,17.34,6.80,1.5,50.09,20910000000.0,20540000000.0,15.89,1.96,0.96,4.57,0.96,5810000000.0,1.5,2450000000.0,5.82,9.60,7.70,3540000000.0,8.63,3170000000.0,2.19,49.39,51.01,1.5,0.23,88.00,27260000.0,4.30,6.40,26250000.0,N/A
149,N/A,N/A,nsc,N/A,N/A,N/A,N/A,N/A,75.00,16.31,2.72,2.56,17.21,30.68,6.78,1.5,37.57,32020000000.000004,40350000000.0,13.85,1.48,3.47,8.92,3.47,7420000000.0,1.5,1990000000.0,6.39,0.40,0.40,973000000.0,3.17,9310000000.0,1.56,40.25,104.15,1.5,0.39,67.50,9290000.0,4.90,2.90,7330000.0,N/A
150,N/A,N/A,ntap,N/A,N/A,N/A,N/A,N/A,42.61,18.75,1.76,3.13,9.98,13.12,5.60,1.5,19.42,11110000000.0,7350000000.0,12.16,1.10,1.18,7.36,1.18,3920000000.0,1.5,622000000.0,1.90,8.00,3.60,5250000000.0,16.85,1490000000.0,2.63,11.26,35.63,1.5,0.73,90.90,9740000.0,3.00,3.00,7810000.0,N/A
151,N/A,N/A,nue,N/A,N/A,N/A,N/A,N/A,58.40,21.29,0.70,1.90,3.38,6.55,5.60,1.5,65.99,15080000000.0,18670000000.0,15.10,1.46,0.89,8.86,0.89,1910000000.0,1.5,711620000.0,2.22,23.40,2.20,1120000000.0,3.52,4720000000.0,3.07,24.36,47.26,1.5,0.60,79.00,9640000.0,5.00,3.00,8500000.0,N/A
152,N/A,N/A,nus,N/A,N/A,N/A,N/A,N/A,26.24,19.65,1.37,3.72,7.36,13.71,12.81,1.5,43.50,3630000000.0,3580000000.0,13.92,3.31,1.39,8.79,1.39,2089999999.9999998,1.5,189180000.0,3.11,62.90,42.30,301450000.0,5.07,247340000.0,2.00,15.97,61.12,1.5,6.06,70.90,7280000.0,8.50,12.60,6390000.0,N/A
153,N/A,N/A,nwl,N/A,N/A,N/A,N/A,N/A,134.44,29.63,1.87,5.81,6.60,13.45,7.55,1.5,20.74,10800000000.0,13090000000.0,16.97,1.92,2.29,14.17,2.29,2200000000.0,1.5,373100000.0,1.36,55.70,4.10,199400000.0,0.74,2490000000.0,1.28,6.88,40.21,1.5,0.53,91.20,4770000.0,3.70,1.70,4380000.0,N/A
154,N/A,N/A,oke,N/A,N/A,N/A,N/A,N/A,207.29,32.20,0.83,17.01,2.58,9.32,4.30,1.5,58.24,10020000000.0,18150000000.0,27.16,9.89,1.49,12.68,1.49,2109999999.9999998,1.5,319710000.0,1.49,4.20,17.50,172810000.0,0.83,8300000000.000001,0.55,2.84,48.07,1.5,0.83,74.10,10360000.0,4.60,5.00,10710000.0,N/A
155,N/A,N/A,omc,N/A,N/A,N/A,N/A,N/A,130.32,18.57,1.25,6.72,7.21,12.75,5.59,1.5,60.33,19420000000.0,21600000000.0,16.33,3.13,1.41,9.61,1.41,15320000000.0,1.5,1080000000.0,4.24,9.70,3.40,2390000000.0,9.69,4570000000.0,0.93,11.55,78.72,1.5,0.86,99.40,13270000.0,11.10,5.10,12530000.0,N/A
156,N/A,N/A,orcl,N/A,N/A,N/A,N/A,N/A,66.47,17.80,4.81,3.89,27.88,38.71,10.14,1.5,8.76,186120000000.0,174600000000.0,14.16,1.92,4.50,10.40,4.50,31040000000.0,1.5,10830000000.0,2.39,2.70,0.20,43780000000.0,10.02,32259999999.999996,3.72,11.00,42.62,1.5,25.05,61.60,29680000.0,2.50,0.90,27040000.0,N/A
157,N/A,N/A,orly,N/A,N/A,N/A,N/A,N/A,69.19,29.37,3.03,10.84,10.78,17.61,12.60,1.5,69.21,21910000000.0,23060000000.0,22.20,1.62,3.20,15.70,3.20,3710000000.0,1.5,778180000.0,7.34,19.30,8.80,250560000.0,2.47,1400000000.0,1.08,19.87,215.58,1.5,2.92,89.60,5440000.0,10.60,5.50,5230000.0,N/A
158,N/A,N/A,pcar,N/A,N/A,N/A,N/A,N/A,122.55,16.02,1.16,3.25,7.15,10.53,6.05,1.5,53.51,21700000000.0,27040000000.0,13.25,1.14,1.42,11.05,1.42,3050000000.0,1.5,1360000000.0,3.82,18.00,11.30,2940000000.0,8.29,8279999999.999999,1.94,19.05,61.20,1.5,2.39,61.80,14770000.0,9.50,4.30,14070000.0,N/A
159,N/A,N/A,pcg,N/A,N/A,N/A,N/A,N/A,98.48,17.51,1.48,1.61,8.40,13.64,2.52,1.5,36.52,25530000000.0,41140000000.0,14.60,3.89,2.41,8.64,2.41,4880000000.0,1.5,1440000000.0,3.06,52.30,8.40,151000000.0,0.32,15760000000.0,1.08,33.09,53.59,1.5,0.05,80.50,5020000.0,1.80,2.40,4890000.0,N/A
160,N/A,N/A,pcln,N/A,N/A,N/A,N/A,N/A,45.38,25.41,7.07,6.97,28.69,36.49,15.17,1.5,161.41,60270000000.0,59870000000.0,17.11,1.04,7.09,18.21,7.09,7580000000.0,1.5,2420000000.0,45.67,19.50,19.40,4290000000.0,82.61,3890000000.0,3.82,164.96,160.44,1.5,0.48,95.30,1600000.0,1.80,3.10,1470000.0,N/A
161,N/A,N/A,pep,N/A,N/A,N/A,N/A,N/A,164.67,22.44,2.11,8.05,9.77,15.00,8.45,1.5,44.19,141850000000.0,162020000000.0,18.99,3.04,2.43,13.05,2.43,35800000000.0,1.5,6500000000.0,4.26,24.70,0.80,8730000000.0,5.89,28900000000.0,1.14,11.81,95.69,1.5,0.09,70.70,10370000.0,2.30,0.70,8970000.0,N/A
162,N/A,N/A,pfe,N/A,N/A,N/A,N/A,N/A,51.24,24.18,4.24,3.03,18.42,31.58,5.74,1.5,7.82,210710000000.0,211340000000.0,15.42,7.58,4.26,10.09,4.26,40030000000.0,1.5,9080000000.0,1.42,52.20,3.20,36160000000.0,5.90,36700000000.0,2.67,11.33,34.38,1.5,0.02,49.70,156560000.0,6.00,2.60,172460000.0,N/A
163,N/A,N/A,pg,N/A,N/A,N/A,N/A,N/A,53.16,24.94,2.71,3.53,11.63,19.29,7.10,1.5,30.31,222600000000.0,246180000000.0,19.21,3.10,3.00,12.96,3.00,40600000000.0,1.5,10910000000.0,3.31,30.80,4.40,12250000000.0,4.54,34450000000.0,0.97,23.34,82.43,1.5,0.05,21.50,14510000.0,1.80,0.50,14150000.0,N/A
164,N/A,N/A,pgr,N/A,N/A,N/A,N/A,N/A,31.24,12.48,0.82,2.29,6.61,10.47,5.05,1.5,32.81,15810000000.0,15710000000.0,14.13,2.54,0.81,7.39,0.81,2089999999.9999998,1.5,1280000000.0,2.15,23.50,12.10,2260000000.0,3.83,2160000000.0,0.59,11.79,26.84,1.5,8.72,80.50,14830000.0,5.00,2.50,12970000.0,N/A
165,N/A,N/A,ph,N/A,N/A,N/A,N/A,N/A,51.52,16.28,1.27,2.93,8.21,12.19,7.96,1.5,89.75,16809999999.999998,17820000000.0,13.47,1.41,1.34,9.15,1.34,3030000000.0,1.5,1090000000.0,7.25,5.50,0.90,1960000000.0,13.77,2970000000.0,2.45,40.41,118.00,1.5,0.79,81.00,9810000.0,8.30,7.50,8300000.000000001,N/A
166,N/A,N/A,pki,N/A,N/A,N/A,N/A,N/A,51.56,36.51,2.56,2.79,7.05,10.14,3.51,1.5,19.87,5740000000.0,6610000000.0,17.50,2.01,2.96,19.25,2.96,1000000000.0,1.5,161170000.0,1.39,54.00,2.80,174820000.0,1.55,1050000000.0,1.79,18.16,50.75,1.5,0.97,95.20,3020000.0,5.40,3.10,2840000.0,N/A
167,N/A,N/A,pll,N/A,N/A,N/A,N/A,N/A,75.90,28.67,3.69,6.79,13.37,18.99,9.48,1.5,26.18,10600000000.0,10750000000.0,23.89,2.08,3.77,16.21,3.77,1430000000.0,1.5,381450000.0,3.47,0.90,0.50,1030000000.0,9.65,1180000000.0,1.61,14.54,99.38,1.5,0.20,95.30,4340000.0,8.70,4.10,4160000.0,N/A
168,N/A,N/A,pnr,N/A,N/A,N/A,N/A,N/A,64.41,57.05,1.63,2.46,3.05,13.36,5.25,1.5,36.93,11620000000.0,14510000000.0,13.90,1.35,2.06,12.16,2.06,2460000000.0,1.5,607000000.0,1.12,23.60,1.60,110400000.0,0.61,3000000000.0,1.77,25.56,63.67,1.5,0.17,79.40,6050000.0,5.60,3.40,5950000.0,N/A
169,N/A,N/A,pom,N/A,N/A,N/A,N/A,N/A,131.21,27.98,1.39,1.57,4.96,14.56,2.91,1.5,19.43,6790000000.0,12620000000.0,19.05,2.61,2.59,10.02,2.59,1670000000.0,1.5,242000000.0,0.96,39.70,2.50,14000000.0,0.06,5840000000.0,0.53,17.10,26.86,1.5,0.24,59.40,3060000.0,2.50,1.20,3500000.0,N/A
170,N/A,N/A,psa,N/A,N/A,N/A,N/A,N/A,0.68,37.58,14.83,6.55,50.10,50.98,7.39,1.5,13.26,34100000000.0,37500000000.0,21.28,3.71,16.42,23.42,16.42,1580000000.0,1.5,908180000.0,5.25,16.90,14.90,187710000.0,1.09,64360000.0,0.71,29.90,197.31,1.5,14.44,80.30,2120000.0,3.10,1.70,2270000.0,N/A
171,N/A,N/A,psx,N/A,N/A,N/A,N/A,N/A,39.41,9.38,0.30,2.02,3.25,2.32,4.32,1.5,259.04,42490000000.0,45960000000.0,10.66,1.50,0.31,10.44,0.31,21030000000.0,1.5,4050000000.0,8.33,38.90,20.50,5210000000.0,9.58,8680000000.0,1.51,39.51,78.17,1.5,0.05,71.50,7670000.0,2.10,1.40,7980000.0,N/A
172,N/A,N/A,pwr,N/A,N/A,N/A,N/A,N/A,1.80,21.11,0.75,1.37,3.78,6.21,5.03,1.5,35.74,5910000000.0,5800000000.0,11.47,0.99,0.74,8.51,0.74,1230000000.0,1.5,297340000.0,1.35,60.10,12.90,190510000.0,0.92,81360000.0,2.25,20.70,28.44,1.5,1.08,91.90,4130000.0,1.90,1.90,3990000.0,N/A
173,N/A,N/A,px,N/A,N/A,N/A,N/A,N/A,149.66,21.34,2.85,6.23,13.80,22.12,8.47,1.5,41.96,35310000000.0,44440000000.0,17.52,1.92,3.62,11.44,3.62,5310000000.0,1.5,1690000000.0,5.73,36.30,0.70,126000000.0,0.44,9260000000.0,1.14,19.44,122.27,1.5,0.13,1.70,6570000.0,5.00,2.30,6420000.0,N/A
174,N/A,N/A,rhi,N/A,N/A,N/A,N/A,N/A,0.13,26.44,1.68,8.04,6.52,10.58,19.79,1.5,34.94,7930000000.0,7650000000.0,19.47,1.46,1.63,14.00,1.63,1920000000.0,1.5,305930000.0,2.26,25.70,12.70,287120000.0,2.16,1300000.0,2.12,7.38,59.76,1.5,4.06,92.50,3070000.0,4.20,2.30,2710000.0,N/A
175,N/A,N/A,rht,N/A,N/A,N/A,N/A,N/A,55.53,79.05,8.01,11.21,10.07,13.97,4.52,1.5,9.59,13770000000.0,13230000000.0,34.93,2.71,7.39,40.55,7.39,1300000000.0,1.5,180200000.0,0.95,5.80,15.90,1260000000.0,6.88,715400000.0,1.48,6.73,75.10,1.5,10.93,84.90,7190000.0,7.10,4.60,6570000.0,N/A
176,N/A,N/A,rok,N/A,N/A,N/A,N/A,N/A,55.02,18.61,2.32,5.97,12.76,18.13,12.33,1.5,48.13,15280000000.0,14780000000.0,15.89,1.89,2.24,10.99,2.24,2750000000.0,1.5,841800000.0,6.06,8.10,1.10,1910000000.0,14.12,1410000000.0,2.22,18.97,112.80,1.5,0.58,77.20,6500000.0,7.00,4.80,6430000.0,N/A
177,N/A,N/A,rop,N/A,N/A,N/A,N/A,N/A,46.56,26.78,4.80,3.57,18.20,28.24,7.55,1.5,35.53,17200000000.0,18800000000.0,23.07,1.88,5.30,15.68,5.30,2100000000.0,1.5,646030000.0,6.40,12.20,6.40,610430000.0,6.08,2210000000.0,2.41,47.49,171.38,1.5,1.58,95.00,1390000.0,3.90,1.60,1110000.0,N/A
178,N/A,N/A,rrc,N/A,N/A,N/A,N/A,N/A,88.88,14.17,4.18,2.47,31.06,46.37,7.38,1.5,12.48,8900000000.0,11970000000.0,76.81,13.53,5.86,7.61,5.86,1440000000.0,1.5,623660000.0,3.79,908.30,5.80,448.00,0.00,3070000000.0,0.76,20.89,53.77,1.5,2.42,94.70,17250000.0,6.10,13.10,16070000.0,N/A
179,N/A,N/A,sbux,N/A,N/A,N/A,N/A,N/A,33.86,28.62,4.10,12.09,14.76,17.19,16.17,1.5,22.63,70770000000.0,70910000000.0,25.58,1.63,4.17,19.12,4.17,9590000000.0,1.5,2510000000.0,3.30,81.80,13.30,1950000000.0,2.61,2080000000.0,1.28,7.70,94.39,1.5,2.69,73.90,8900000.0,2.60,1.20,9760000.0,N/A
180,N/A,N/A,scg,N/A,N/A,N/A,N/A,N/A,139.44,14.57,1.61,1.59,10.87,20.34,3.93,1.5,34.89,7890000000.0,14810000000.0,14.16,3.48,2.99,10.18,2.99,1620000000.0,1.5,538000000.0,3.79,1.90,8.80,137000000.0,0.96,6950000000.0,0.85,34.95,55.21,1.5,10.00,53.00,5710000.0,4.90,4.40,8340000.0,N/A
181,N/A,N/A,se,N/A,N/A,N/A,N/A,N/A,137.75,22.40,4.06,2.94,18.33,32.59,3.56,1.5,8.80,24200000000.0,38660000000.0,26.13,5.91,6.55,14.14,6.55,3110000000.0,1.5,1080000000.0,1.61,33.90,2.20,223000000.0,0.33,14680000000.0,0.61,12.16,36.06,1.5,0.17,68.70,20440000.0,5.60,3.00,20330000.0,N/A
182,N/A,N/A,see,N/A,N/A,N/A,N/A,N/A,379.60,37.58,1.23,8.20,3.33,10.10,5.68,1.5,36.91,9480000000.0,13570000000.0,18.40,1.58,1.75,12.93,1.75,2690000000.0,1.5,256500000.0,1.20,128.80,1.90,322600000.0,1.54,4410000000.0,1.56,5.52,45.09,1.5,10.02,84.50,6570000.0,3.80,3.10,6440000.0,N/A
183,N/A,N/A,shw,N/A,N/A,N/A,N/A,N/A,181.18,32.39,2.42,27.03,7.78,11.54,13.28,1.5,115.70,26790000000.0,28810000000.0,22.03,1.61,2.59,19.43,2.59,5160000000.0,1.5,860990000.0,8.78,14.30,4.60,40730000.0,0.43,1810000000.0,0.96,10.58,284.35,1.5,14.81,76.80,3200000.0,5.90,4.50,3580000.0,N/A
184,N/A,N/A,sial,N/A,N/A,N/A,N/A,N/A,14.22,33.22,5.94,5.26,17.95,25.67,11.17,1.5,23.40,16540000000.0,15970000000.0,29.22,4.16,5.74,18.86,5.74,1420000000.0,1.5,500000000.0,4.17,1.50,3.10,1010000000.0,8.49,445000000.0,4.59,26.30,138.51,1.5,0.22,81.80,1800000.0,2.50,1.70,1890000.0,N/A
185,N/A,N/A,siri,N/A,N/A,N/A,N/A,N/A,343.66,48.94,5.14,16.59,11.80,26.78,8.13,1.5,0.72,21850000000.0,26230000000.0,26.10,1.32,6.27,18.93,6.27,2080000000.0,1.5,493240000.0,0.08,119.50,9.10,147720000.0,0.03,4500000000.0,0.67,0.23,3.92,1.5,57.91,27.40,136420000.0,5.20,4.90,145970000.0,N/A
186,N/A,N/A,sjm,N/A,N/A,N/A,N/A,N/A,41.73,21.31,2.14,2.25,10.10,16.79,6.36,1.5,54.26,11810000000.0,13870000000.0,19.93,3.92,2.53,11.88,2.53,2029999999.9999998,1.5,549800000.0,5.44,3.50,1.70,111700000.0,1.10,2180000000.0,2.13,51.34,116.01,1.5,4.99,68.90,5170000.0,6.50,5.30,5160000.0,N/A
187,N/A,N/A,slb,N/A,N/A,N/A,N/A,N/A,35.14,20.32,2.21,2.84,11.19,19.54,8.85,1.5,37.51,107620000000.0,113490000000.0,22.38,2.38,2.34,8.36,2.34,11180000000.0,1.5,5640000000.0,4.15,81.90,6.20,7500000000.0,5.88,13370000000.0,1.74,29.68,84.39,1.5,0.06,79.50,21500000.0,2.90,1.70,21520000.0,N/A
188,N/A,N/A,spg,N/A,N/A,N/A,N/A,N/A,348.92,44.09,12.63,12.19,28.92,48.97,4.74,1.5,15.68,61960000000.0,82950000000.0,18.74,2.66,17.03,22.60,17.03,3990000000.0,1.5,1380000000.0,4.52,6.10,3.70,612280000.0,1.97,20860000000.0,0.43,16.25,199.36,1.5,0.81,97.90,4059999.9999999995,2.80,1.50,3740000.0,N/A
189,N/A,N/A,srcl,N/A,N/A,N/A,N/A,N/A,86.54,36.98,4.61,6.22,12.77,23.96,9.23,1.5,30.09,11900000000.0,13540000000.0,26.64,2.01,5.30,18.88,5.30,1090000000.0,1.5,326460000.0,3.79,5.60,19.20,22620000.0,0.27,1660000000.0,1.26,22.33,140.14,1.5,2.11,89.20,2950000.0,6.80,3.50,2880000.0,N/A
190,N/A,N/A,stj,N/A,N/A,N/A,N/A,N/A,91.09,18.88,3.27,4.46,17.82,25.79,8.86,1.5,19.73,18380000000.0,20770000000.0,15.09,1.76,3.69,11.80,3.69,3970000000.0,1.5,1000000000.0,3.46,99.20,1.20,1470000000.0,5.23,3870000000.0,1.47,14.65,65.33,1.5,2.37,83.40,6270000.0,4.00,2.60,6640000.0,N/A
191,N/A,N/A,stx,N/A,N/A,N/A,N/A,N/A,105.87,8.70,1.20,4.58,14.30,12.48,11.23,1.5,43.39,17220000000.0,17850000000.0,9.91,1.75,1.26,6.82,1.26,3850000000.0,1.5,2029999999.9999998,6.03,118.00,4.80,3300000000.0,10.06,3930000000.0,2.35,11.30,52.45,1.5,4.79,87.00,22460000.0,6.40,6.90,17680000.0,N/A
