,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
130,N/A,N/A,cvx,N/A,N/A,N/A,N/A,N/A,17.81,10.38,1.02,1.27,10.01,10.24,4.74,1.5,102.07,197950000000.0,212550000000.0,16.15,16.32,1.11,5.82,1.11,55540000000.0,1.5,19240000000.0,10.14,29.60,22.60,13220000000.0,7.03,27820000000.0,1.32,82.48,105.28,1.5,0.02,64.10,22950000.0,3.20,N/A,22770000.0,N/A
131,N/A,N/A,d,N/A,N/A,N/A,N/A,N/A,218.76,31.96,3.38,3.62,10.53,23.13,3.44,1.5,21.34,42100000000.0,67920000000.0,N/A,N/A,5.46,15.31,5.46,4560000000.0,1.5,1310000000.0,2.24,43.60,7.60,331000000.0,0.56,26160000000.0,0.78,19.75,71.58,1.5,0.40,60.00,9500000.0,2.90,1.60,10580000.0,N/A
132,N/A,N/A,dal,N/A,N/A,N/A,N/A,N/A,117.44,54.17,0.88,4.03,1.63,13.05,6.19,1.5,48.28,34660000000.0,41700000000.0,7.41,0.44,1.03,6.03,1.03,17400000000.0,1.5,659000000.0,0.78,N/A,6.30,3310000000.0,4.04,10350000000.0,0.74,10.74,42.25,1.5,0.36,87.00,16079999.999999998,1.40,1.90,14230000.0,N/A
133,N/A,N/A,dd,N/A,N/A,N/A,N/A,N/A,79.94,18.23,1.84,4.91,10.39,13.44,5.78,1.5,38.16,64640000000.0,68530000000.0,15.66,2.10,1.96,10.87,1.96,13020000000.0,1.5,3600000000.0,3.92,269.20,5.60,7040000000.0,7.77,10690000000.0,1.72,14.46,71.39,1.5,0.08,67.70,18460000.0,4.00,N/A,15490000.0,N/A
134,N/A,N/A,dds,N/A,N/A,N/A,N/A,N/A,40.69,17.70,0.84,2.81,4.89,8.35,8.61,1.5,159.15,5680000000.0,6100000000.0,N/A,N/A,0.90,7.46,0.90,2510000000.0,1.5,331850000.0,7.79,9.60,4.90,403750000.0,9.80,821540000.0,2.13,49.01,137.86,1.5,10.54,96.40,1340000.0,2.60,5.20,1120000.0,N/A
135,N/A,N/A,de,N/A,N/A,N/A,N/A,N/A,444.88,11.01,0.85,3.61,8.24,12.21,4.58,1.5,97.80,29870000000.0,63120000000.0,16.57,7.39,1.81,11.59,1.81,11290000000.0,1.5,2870000000.0,7.99,43.20,16.60,3440000000.0,10.15,36700000000.0,2.29,24.29,87.98,1.5,8.37,65.80,30200000.0,9.90,8.80,29230000.0,N/A
136,N/A,N/A,df,N/A,N/A,N/A,N/A,N/A,146.21,N/A,0.17,2.51,0.21,0.33,0.70,1.5,101.19,1610000000.0,2510000000.0,N/A,N/A,0.26,12.82,0.26,1670000000.0,1.5,20190000.0,0.22,N/A,4.30,16360000.0,0.17,917180000.0,1.49,6.67,17.07,1.5,2.95,99.50,9840000.0,5.50,N/A,9570000.0,N/A
137,N/A,N/A,dfs,N/A,N/A,N/A,N/A,N/A,203.70,11.88,3.67,2.45,33.05,55.19,2.86,1.5,15.21,26030000000.0,41380000000.0,10.16,1.23,5.89,N/A,5.89,N/A,1.5,2270000000.0,4.90,32.90,11.00,7330000000.0,16.38,22680000000.0,1.45,23.54,58.20,1.5,0.54,N/A,4090000.0,1.10,0.90,4130000.0,N/A
138,N/A,N/A,dg,N/A,N/A,N/A,N/A,N/A,48.00,21.65,1.21,4.00,5.63,9.44,10.10,1.5,62.07,22930000000.0,25090000000.0,16.61,1.43,1.33,11.79,1.33,5800000000.0,1.5,1070000000.0000001,3.49,10.30,9.90,579820000.0,1.91,2740000000.0,1.78,18.82,75.56,1.5,0.18,93.80,4099999.9999999995,1.10,1.30,4160000.0,N/A
139,N/A,N/A,dgx,N/A,N/A,N/A,N/A,N/A,87.53,19.87,1.47,2.53,7.48,14.73,7.27,1.5,51.28,10940000000.0,14540000000.0,14.75,1.70,1.96,10.32,1.96,2800000000.0,1.5,549000000.0,3.81,32.90,7.20,192000000.0,1.33,3790000000.0,0.94,29.87,75.80,1.5,0.36,103.00,17830000.0,14.10,12.40,16810000.0,N/A
140,N/A,N/A,dhi,N/A,N/A,N/A,N/A,N/A,70.80,18.92,1.19,1.96,6.39,10.61,5.96,1.5,24.67,10600000000.0,13810000000.0,13.31,1.41,1.60,14.36,1.60,1590000000.0,1.5,552800000.0,1.53,15.70,37.80,517700000.00000006,1.42,3730000000.0,7.29,14.40,29.01,1.5,10.68,85.40,12380000.0,3.40,3.70,12690000.0,N/A
141,N/A,N/A,dhr,N/A,N/A,N/A,N/A,N/A,14.81,23.17,2.97,2.53,13.05,18.09,6.28,1.5,28.36,59420000000.0,59890000000.0,17.72,2.15,3.01,13.19,3.01,10440000000.0,1.5,2600000000.0,3.63,16.20,2.90,3010000000.0,4.26,3470000000.0,1.75,33.19,84.19,1.5,23.04,69.20,7000000.0,2.90,1.30,5870000.0,N/A
142,N/A,N/A,dis,N/A,N/A,N/A,N/A,N/A,34.61,23.57,3.59,4.06,15.72,24.22,8.87,1.5,28.93,180150000000.0,191620000000.0,19.13,1.45,3.84,13.30,3.84,22390000000.0,1.5,7840000000.0,4.50,18.60,8.80,5080000000.0,2.99,16540000000.0,1.03,25.98,106.00,1.5,7.73,64.90,43740000.0,8.00,2.60,42670000.0,N/A
143,N/A,N/A,disca,N/A,N/A,N/A,N/A,N/A,112.63,19.41,2.72,3.75,18.18,34.48,8.71,1.5,9.12,17720000000.0,24360000000.0,15.02,1.10,3.89,9.79,3.89,4139999999.9999995,1.5,1140000000.0,1.66,13.50,9.00,514000000.0,0.93,7150000000.0,0.96,8.25,32.15,1.5,1.42,97.70,16680000.0,2.70,N/A,15110000.0,N/A
144,N/A,N/A,dks,N/A,N/A,N/A,N/A,N/A,0.35,20.59,0.98,3.65,5.05,8.43,11.03,1.5,57.15,6890000000.0,6730000000.0,16.29,1.40,0.99,8.93,0.99,2089999999.9999998,1.5,344200000.0,2.84,12.20,10.90,221680000.0,1.87,6450000.0,1.65,15.56,58.48,1.5,1.55,91.90,1930000.0,1.50,2.00,1870000.0,N/A
145,N/A,N/A,dlph,N/A,N/A,N/A,N/A,N/A,81.35,18.12,1.34,9.16,7.94,11.74,11.46,1.5,56.69,23560000000.0,25110000000.0,12.87,1.10,1.48,9.74,1.48,3170000000.0,1.5,1350000000.0,4.48,15.40,0.70,904000000.0,3.11,2450000000.0,1.34,8.61,81.18,1.5,0.83,95.70,2630000.0,1.60,0.90,2690000.0,N/A
146,N/A,N/A,dltr,N/A,N/A,N/A,N/A,N/A,42.41,27.97,1.94,9.37,6.97,12.44,21.10,1.5,41.76,16690000000.000002,16579999999.999998,N/A,N/A,1.93,13.00,1.93,3030000000.0,1.5,599200000.0,2.90,3.10,10.80,864100000.0,4.20,757000000.0,2.32,8.68,81.12,1.5,3.44,91.10,13920000.0,4.80,7.00,13360000.0,N/A
147,N/A,N/A,dlx,N/A,N/A,N/A,N/A,N/A,86.85,17.30,2.05,5.28,11.93,20.88,13.41,1.5,33.60,3420000000.0,3910000000.0,N/A,N/A,2.34,10.27,2.34,1070000000.0000001,1.5,198720000.0,3.96,26.80,7.40,63440000.0,1.27,562380000.0,0.68,13.02,68.46,1.5,1.17,88.90,3990000.0,13.20,9.20,3880000.0,N/A
148,N/A,N/A,dnb,N/A,N/A,N/A,N/A,N/A,N/A,16.16,2.76,N/A,17.51,26.38,14.31,1.5,46.08,4640000000.0,5980000000.0,N/A,N/A,3.55,12.80,3.55,1680000000.0,1.5,294400000.0,7.99,21.80,2.70,319400000.0,8.88,1650000000.0,0.81,33.52,129.08,1.5,0.41,96.80,2110000.0,7.20,6.70,2270000.0,N/A
149,N/A,N/A,dnr,N/A,N/A,N/A,N/A,N/A,62.61,4.33,1.07,0.45,26.29,53.38,6.58,1.5,6.93,2740000000.0,6290000000.0,60.31,0.33,2.60,3.34,2.60,1770000000.0,1.5,635490000.0,1.81,304.10,19.40,23150000.0,0.07,3570000000.0,1.27,16.31,7.84,1.5,1.81,101.10,36620000.0,2.90,N/A,38190000.0,N/A
150,N/A,N/A,do,N/A,N/A,N/A,N/A,N/A,50.42,9.77,1.35,0.83,14.14,24.72,5.15,1.5,19.91,3760000000.0,5760000000.0,48.16,15.13,2.10,5.08,2.10,2740000000.0,1.5,387010000.0,2.81,6.70,4.70,249660000.0,1.82,2240000000.0,1.05,32.46,27.45,1.5,0.02,102.10,13360000.0,6.50,19.90,13260000.0,N/A
151,N/A,N/A,dov,N/A,N/A,N/A,N/A,N/A,81.90,15.17,1.46,3.06,10.00,16.30,7.92,1.5,46.51,11360000000.0,13710000000.0,13.80,1.62,1.77,8.73,1.77,2970000000.0,1.5,778140000.0,4.59,12.70,13.80,681580000.0,4.18,3030000000.0,1.54,22.70,69.68,1.5,0.87,88.00,10650000.0,7.50,6.70,9820000.0,N/A
152,N/A,N/A,dow,N/A,N/A,N/A,N/A,N/A,84.03,16.81,0.95,3.01,6.49,9.71,5.10,1.5,49.68,55850000000.0,70180000000.0,13.47,1.40,1.21,8.43,1.21,10700000000.0,1.5,3400000000.0,2.87,21.90,N/A,5460000000.0,4.72,19800000000.0,2.09,15.92,48.24,1.5,0.15,71.90,13470000.0,1.70,1.10,16420000.000000002,N/A
153,N/A,N/A,dps,N/A,N/A,N/A,N/A,N/A,113.34,21.94,2.47,6.60,11.49,19.25,8.94,1.5,31.26,15070000000.0,17430000000.0,18.82,2.64,2.85,12.48,2.85,3630000000.0,1.5,703000000.0,3.56,3.80,3.10,248000000.0,1.29,2600000000.0,1.17,11.89,78.12,1.5,0.39,97.10,8250000.0,5.70,4.20,7640000.0,N/A
154,N/A,N/A,dri,N/A,N/A,N/A,N/A,N/A,68.23,12.81,1.29,3.76,10.57,5.95,3.67,1.5,50.62,8400000000.0,N/A,23.75,1.86,N/A,N/A,N/A,1300000000.0,1.5,126600000.0,5.27,22.00,6.90,436200000.0,3.47,1530000000.0,0.73,17.96,67.45,1.5,7.53,79.90,6520000.0,6.40,5.60,5870000.0,N/A
155,N/A,N/A,dsw,N/A,N/A,N/A,N/A,N/A,N/A,21.70,1.31,3.23,6.14,9.90,10.81,1.5,27.89,3280000000.0,3020000000.0,17.33,1.31,1.21,9.56,1.21,755020000.0,1.5,153030000.0,1.69,9.50,11.90,230370000.0,2.61,0.00,2.71,11.31,36.73,1.5,23.02,77.00,2680000.0,3.20,4.20,2600000.0,N/A
156,N/A,N/A,dte,N/A,N/A,N/A,N/A,N/A,108.07,16.09,1.17,1.73,7.36,12.83,3.66,1.5,69.50,14550000000.0,23510000000.0,N/A,N/A,1.91,8.73,1.91,3080000000.0,1.5,904000000.0,5.10,141.10,21.50,48000000.0,0.27,9020000000.0,1.20,47.05,82.08,1.5,0.42,64.20,1810000.0,1.40,1.00,1390000.0,N/A
157,N/A,N/A,dtv,N/A,N/A,N/A,N/A,N/A,N/A,15.99,1.30,N/A,8.29,16.47,14.46,1.5,65.86,43430000000.0,59610000000.0,13.52,2.60,1.79,7.42,1.79,15580000000.0,1.5,2760000000.0,5.40,4.00,3.80,4640000000.0,9.22,20820000000.0,1.27,10.37,86.37,1.5,0.14,87.50,11260000.0,5.30,2.20,12350000.0,N/A
158,N/A,N/A,duk,N/A,N/A,N/A,N/A,N/A,104.12,29.10,2.32,1.33,8.04,22.65,2.82,1.5,33.14,54460000000.0,95010000000.0,15.52,3.65,4.06,10.78,4.06,9600000000.0,1.5,2450000000.0,2.65,85.90,N/A,2040000000.0,2.88,42580000000.0,1.03,57.81,76.97,1.5,0.22,54.80,8100000.0,2.00,1.10,7530000.0,N/A
159,N/A,N/A,dva,N/A,N/A,N/A,N/A,N/A,137.39,24.20,1.35,3.34,5.66,14.15,6.45,1.5,60.20,17390000000.0,24590000000.0,19.70,2.64,1.92,10.25,1.92,3680000000.0,1.5,723110000.0,3.33,2.00,8.50,1300000000.0,6.04,8500000000.0,1.86,23.98,80.59,1.5,2.76,83.60,5500000.0,2.80,3.20,3790000.0,N/A
160,N/A,N/A,dvn,N/A,N/A,N/A,N/A,N/A,42.76,16.00,1.44,1.17,9.14,32.13,7.55,1.5,43.40,25710000000.0,35500000000.0,41.70,4.86,2.02,3.96,2.02,17230000000.0,1.5,1590000000.0,3.91,N/A,48.30,1480000000.0,3.60,11260000000.0,1.10,52.66,62.55,1.5,6.04,78.90,5190000.0,1.30,1.30,5190000.0,N/A
161,N/A,N/A,ea,N/A,N/A,N/A,N/A,N/A,23.56,22.23,3.99,6.61,19.02,20.44,9.69,1.5,14.28,17870000000.0,15570000000.0,21.84,1.57,3.50,14.04,3.50,2230000000.0,1.5,847000000.0,2.59,N/A,39.40,2940000000.0,9.48,633000000.0,1.22,8.67,57.65,1.5,13.21,85.90,16770000.0,6.20,6.40,17110000.0,N/A
162,N/A,N/A,ebay,N/A,N/A,N/A,N/A,N/A,38.32,538.11,3.86,3.51,0.26,19.83,5.12,1.5,14.31,68860000000.0,66390000000.0,16.69,1.67,3.71,13.18,3.71,12170000000.0,1.5,46000000.0,0.04,20.40,8.60,10100000000.0,8.35,7630000000.0,1.51,16.26,56.91,1.5,8.85,84.70,24570000.0,3.00,N/A,23130000.0,N/A
163,N/A,N/A,ecl,N/A,N/A,N/A,N/A,N/A,89.32,28.85,2.38,4.65,8.42,14.27,6.52,1.5,47.59,33930000000.0,40310000000.0,21.59,1.71,2.82,13.85,2.82,6600000000.0,1.5,1200000000.0,3.93,16.90,3.40,209600000.0,0.70,6590000000.0,1.11,24.39,113.37,1.5,9.59,76.30,6780000.0,4.70,2.60,7100000.0,N/A
164,N/A,N/A,ecyt,N/A,N/A,N/A,N/A,N/A,N/A,46.85,3.69,1.26,7.76,14.82,3.47,1.5,1.75,255090000.0,130020000.00000001,N/A,N/A,1.85,11.52,1.85,70350000.0,1.5,5460000.0,0.13,N/A,99.90,125070000.0,2.99,0.00,18.45,4.91,6.09,1.5,18.84,54.20,6340000.0,11.80,19.90,6410000.0,N/A
165,N/A,N/A,ed,N/A,N/A,N/A,N/A,N/A,103.23,16.43,1.39,1.42,8.45,16.75,3.18,1.5,44.11,17850000000.0,30140000000.0,15.24,N/A,2.33,9.32,2.33,5110000000.0,1.5,1090000000.0,3.71,65.00,1.40,699000000.0,2.39,12990000000.0,1.02,42.94,60.95,1.5,0.26,50.10,10980000.0,4.40,N/A,11900000.0,N/A
166,N/A,N/A,efx,N/A,N/A,N/A,N/A,N/A,68.29,31.47,4.56,5.05,15.08,26.52,8.77,1.5,20.10,11170000000.0,N/A,N/A,N/A,N/A,N/A,N/A,1590000000.0,1.5,367400000.0,2.97,27.80,8.00,128300000.00000001,1.07,1530000000.0,0.74,18.43,93.47,1.5,0.87,90.10,1900000.0,2.50,1.80,2000000.0,N/A
167,N/A,N/A,eix,N/A,N/A,N/A,N/A,N/A,92.62,12.87,1.53,1.87,12.02,19.63,3.40,1.5,41.14,20540000000.0,33350000000.0,N/A,N/A,2.49,7.99,2.49,4670000000.0,1.5,1430000000.0,4.90,39.50,5.80,132000000.0,0.41,12030000000.0,0.73,33.64,63.04,1.5,0.19,81.60,4080000.0,1.90,1.30,3630000.0,N/A
168,N/A,N/A,el,N/A,N/A,N/A,N/A,N/A,36.28,28.96,2.87,8.25,10.36,15.51,13.52,1.5,28.62,31800000000.0,31460000000.0,25.56,3.22,2.87,15.00,2.87,8810000000.0,1.5,1130000000.0,2.90,0.70,0.90,1370000000.0,3.63,1390000000.0,2.17,10.08,84.10,1.5,2.97,90.10,6190000.0,3.50,2.70,5510000.0,N/A
169,N/A,N/A,emc,N/A,N/A,N/A,N/A,N/A,23.36,19.41,2.07,2.31,11.11,18.20,6.06,1.5,12.05,50760000000.0,47930000000.0,11.66,1.22,1.96,8.22,1.96,15250000000.0,1.5,2710000000.0,1.32,12.10,5.50,8320000000.0,4.18,5500000000.0,1.34,11.03,25.53,1.5,0.20,83.10,26290000.0,1.70,1.30,27390000.0,N/A
170,N/A,N/A,emn,N/A,N/A,N/A,N/A,N/A,210.72,13.72,1.06,2.89,7.88,16.93,7.22,1.5,63.73,10120000000.0,17470000000.0,N/A,N/A,1.83,8.50,1.83,2220000000.0,1.5,749000000.0,4.96,95.40,3.70,214000000.0,1.44,7560000000.0,1.57,23.61,68.07,1.5,0.66,84.10,4530000.0,3.70,N/A,4520000.0,N/A
171,N/A,N/A,emr,N/A,N/A,N/A,N/A,N/A,70.88,17.74,1.56,4.05,9.01,17.32,11.10,1.5,35.17,38060000000.0,41710000000.0,13.95,1.89,1.70,8.36,1.70,10160000000.0,1.5,2210000000.0,3.13,13.60,0.30,3120000000.0,4.56,6770000000.0,1.18,13.81,55.54,1.5,0.61,72.30,23290000.0,5.10,3.40,21750000.0,N/A
172,N/A,N/A,eog,N/A,N/A,N/A,N/A,N/A,33.37,17.43,3.00,2.82,17.47,28.36,9.06,1.5,30.72,50850000000.0,54670000000.0,47.30,111.78,3.28,5.77,3.28,15500000000.0,1.5,2920000000.0,5.32,23.40,6.30,2089999999.9999998,3.81,5910000000.0,1.60,32.31,92.71,1.5,0.46,93.30,9480000.0,1.80,1.70,9280000.0,N/A
173,N/A,N/A,eqr,N/A,N/A,N/A,N/A,N/A,96.88,45.27,10.79,2.73,24.14,35.24,2.52,1.5,7.24,28490000000.0,39520000000.0,21.28,2.92,15.11,23.47,15.11,1730000000.0,1.5,625580000.0,1.73,96.20,4.00,42010000.0,0.12,10860000000.0,0.13,28.44,78.31,1.5,1.58,100.00,4230000.0,2.40,1.30,4760000.0,N/A
174,N/A,N/A,eqt,N/A,N/A,N/A,N/A,N/A,46.90,33.32,5.08,2.74,15.67,44.59,6.30,1.5,16.30,12830000000.0,14740000000.0,34.82,1.07,5.97,8.28,5.97,2029999999.9999998,1.5,385590000.0,2.54,N/A,N/A,1080000000.0,7.11,2990000000.0,2.29,30.23,84.61,1.5,0.61,85.70,4420000.0,3.30,3.50,3890000.0,N/A
175,N/A,N/A,esrx,N/A,N/A,N/A,N/A,N/A,67.62,32.04,0.61,3.05,1.99,4.64,5.45,1.5,134.46,61480000000.0,73220000000.0,N/A,N/A,0.73,10.95,0.73,7930000000.0,1.5,2009999999.9999998,2.64,15.90,2.10,1830000000.0,2.52,13570000000.0,0.62,27.62,84.58,1.5,0.23,91.00,18460000.0,5.30,2.50,16670000.000000002,N/A
176,N/A,N/A,esv,N/A,N/A,N/A,N/A,N/A,72.00,N/A,1.10,0.61,85.50,39.83,6.40,1.5,19.71,5130000000.0,9620000000.0,6.97,1.77,2.11,4.10,2.11,2490000000.0,1.5,2710000000.0,16.89,N/A,2.00,1420000000.0,6.07,5920000000.0,2.66,35.07,21.88,1.5,0.44,88.10,16360000.0,2.40,7.00,14030000.0,N/A
177,N/A,N/A,etfc,N/A,N/A,N/A,N/A,N/A,148.58,28.46,4.63,1.53,16.48,36.05,0.64,1.5,6.16,8230000000.0,13410000000.0,18.98,1.23,7.54,N/A,7.54,1660000000.0,1.5,293000000.0,1.00,29.30,5.10,2810000000.0,9.72,7990000000.0,1.25,18.58,28.47,1.5,5.28,91.10,6070000.0,2.00,2.10,3600000.0,N/A
178,N/A,N/A,etn,N/A,N/A,N/A,N/A,N/A,57.10,18.00,1.40,2.00,7.95,11.54,4.71,1.5,47.57,31670000000.0,39690000000.0,12.63,1.51,1.76,11.07,1.76,6910000000.0,1.5,1790000000.0,3.76,21.30,0.70,1030000000.0,2.19,9040000000.0,1.51,33.74,67.68,1.5,0.33,75.90,4110000.0000000005,2.00,0.90,4260000.0,N/A
179,N/A,N/A,etr,N/A,N/A,N/A,N/A,N/A,136.05,14.88,1.12,1.39,7.53,17.66,3.07,1.5,69.61,13960000000.0,26880000000.0,14.79,11.26,2.15,6.62,2.15,4370000000.0,1.5,940720000.0,5.22,18.20,5.20,1420000000.0,7.91,14030000000.0,1.14,55.83,77.67,1.5,0.40,87.90,3990000.0,3.00,2.20,3580000.0,N/A
180,N/A,N/A,ew,N/A,N/A,N/A,N/A,N/A,27.29,18.80,6.53,6.92,34.92,21.30,9.92,1.5,21.81,15160000000.0,14320000000.0,30.04,2.38,6.17,25.42,6.17,1700000000.0,1.5,811100000.0,7.48,45.40,15.30,1440000000.0,13.34,598100000.0,5.28,20.33,140.61,1.5,1.26,94.20,951.53,1.10,0.90,733.14,N/A
181,N/A,N/A,exc,N/A,N/A,N/A,N/A,N/A,92.29,17.76,1.03,1.25,5.92,11.19,2.30,1.5,31.89,28700000000.0,49100000000.0,N/A,N/A,1.79,7.28,1.79,5860000000.0,1.5,1620000000.0,1.88,96.20,17.70,1880000000.0,2.18,22270000000.0,1.38,26.29,33.38,1.5,0.20,75.10,82530000.0,10.50,9.60,82440000.0,N/A
182,N/A,N/A,expd,N/A,N/A,N/A,N/A,N/A,N/A,24.50,1.40,4.91,5.74,9.06,12.59,1.5,33.47,9020000000.0,8050000000.000001,19.93,N/A,1.23,12.50,1.23,1980000000.0,1.5,376890000.0,1.92,19.00,8.80,967440000.0,5.05,0.00,2.33,9.75,47.04,1.5,1.45,92.90,4960000.0,3.90,N/A,4730000.0,N/A
183,N/A,N/A,expe,N/A,N/A,N/A,N/A,N/A,71.19,32.77,2.07,6.71,6.91,10.32,4.44,1.5,44.71,12420000000.0,12400000000.0,20.58,1.56,2.15,16.49,2.15,4580000000.0,1.5,398100000.0,2.99,30.40,17.70,1760000000.0,13.88,1750000000.0,0.70,14.04,97.98,1.5,13.89,92.80,10800000.0,5.90,10.70,12110000.0,N/A
184,N/A,N/A,expr,N/A,N/A,N/A,N/A,N/A,48.61,20.51,0.65,2.52,3.16,6.81,7.49,1.5,25.74,1400000000.0,1320000000.0,13.84,0.82,0.61,5.96,0.61,660950000.0,1.5,68320000.0,0.81,12.80,1.40,346160000.0,4.11,270430000.0,2.28,6.61,16.61,1.5,12.97,90.20,3320000.0,2.20,4.10,2850000.0,N/A
185,N/A,N/A,f,N/A,N/A,N/A,N/A,N/A,473.39,20.09,0.44,2.54,2.21,2.63,1.15,1.5,36.83,63410000000.0,160880000000.0,8.57,0.59,1.12,14.35,1.12,17860000000.0,1.5,3190000000.0,0.80,98.30,4.50,21700000000.0,5.49,119170000000.0,1.74,6.27,16.03,1.5,0.33,57.40,76600000.0,3.10,N/A,69830000.0,N/A
186,N/A,N/A,fast,N/A,N/A,N/A,N/A,N/A,4.70,24.73,3.27,6.37,13.24,21.07,22.17,1.5,12.59,12150000000.0,12120000000.0,N/A,N/A,3.25,14.11,3.25,1900000000.0,1.5,494150000.0,1.66,19.30,13.80,114500000.0,0.39,90000000.0,4.22,6.47,41.05,1.5,13.41,81.50,31930000.0,8.00,10.90,31660000.0,N/A
187,N/A,N/A,fb,N/A,N/A,N/A,N/A,N/A,0.65,73.34,18.34,6.28,23.58,39.97,10.72,1.5,4.77,228270000000.0,217320000000.0,31.73,1.35,17.43,34.91,17.43,10310000000.0,1.5,2920000000.0,1.11,34.00,48.90,11200000000.0,4.00,233000000.0,9.60,12.99,81.56,1.5,3.26,65.90,33189999.999999996,1.30,N/A,28850000.0,N/A
188,N/A,N/A,fcx,N/A,N/A,N/A,N/A,N/A,81.68,N/A,0.92,1.08,6.10,22.55,4.94,1.5,20.63,19740000000.0,42220000000.0,8.48,3.93,1.97,4.75,1.97,1930000000.0,1.5,1310000000.0,1.26,N/A,11.00,464000000.0,0.45,18970000000.0,1.75,17.60,19.00,1.5,1.66,73.10,52970000.0,3.30,5.20,43230000.0,N/A
189,N/A,N/A,fdo,N/A,N/A,N/A,N/A,N/A,44.72,36.53,0.86,5.38,2.35,4.55,7.56,1.5,92.57,9070000000.0,9610000000.0,26.41,9.91,0.91,12.75,0.91,3530000000.0,1.5,247850000.0,2.17,47.00,2.30,213010000.0,1.86,754260000.0,1.52,14.74,79.24,1.5,19.56,83.40,1190000.0,1.60,1.20,1060000.0,N/A
190,N/A,N/A,fdx,N/A,N/A,N/A,N/A,N/A,45.14,19.07,1.00,2.95,5.37,8.94,7.66,1.5,164.96,47170000000.0,50920000000.0,15.33,1.14,1.08,7.54,1.08,28520000000.0,1.5,2530000000.0,8.72,53.40,3.70,3480000000.0,12.26,7230000000.0,2.00,56.43,166.22,1.5,7.09,83.00,2880000.0,2.10,1.10,2950000.0,N/A
191,N/A,N/A,fe,N/A,N/A,N/A,N/A,N/A,175.33,49.63,0.99,1.17,2.04,7.26,1.29,1.5,34.83,14880000000.0,36580000000.0,13.44,133.90,2.50,14.62,2.50,8050000000.000001,1.5,213000000.0,0.71,N/A,3.90,85000000.0,0.20,21780000000.0,0.70,29.49,35.34,1.5,0.34,74.10,6630000.0,1.50,1.90,6050000.0,N/A
192,N/A,N/A,ffiv,N/A,N/A,N/A,N/A,N/A,N/A,25.66,4.61,6.13,18.58,28.91,14.52,1.5,24.05,8199999999.999999,7550000000.0,15.68,1.16,4.22,13.56,4.22,1420000000.0,1.5,332210000.0,4.43,30.90,13.90,654100000.0,9.07,0.00,1.48,18.66,113.71,1.5,0.44,103.00,4220000.0,4.70,5.80,3410000.0,N/A
193,N/A,N/A,fhn,N/A,N/A,N/A,N/A,N/A,N/A,15.96,2.91,1.52,19.11,28.24,0.93,1.5,4.89,3360000000.0,3240000000.0,N/A,6.05,2.82,N/A,2.82,N/A,1.5,213320000.0,0.90,6.00,3.40,3900000000.0,16.63,3770000000.0,N/A,9.39,14.36,1.5,1.23,81.60,12300000.0,5.20,5.30,11880000.0,N/A
194,N/A,N/A,fis,N/A,N/A,N/A,N/A,N/A,75.75,28.96,3.01,2.94,10.59,20.15,5.67,1.5,22.52,19410000000.0,23980000000.0,N/A,N/A,3.74,14.65,3.74,2080000000.0,1.5,690500000.0,2.35,171.60,7.40,492800000.0,1.73,5070000000.0,1.55,23.01,68.08,1.5,0.82,84.20,3580000.0,3.60,1.40,3090000.0,N/A
195,N/A,N/A,fisv,N/A,N/A,N/A,N/A,N/A,115.42,26.63,3.75,5.80,14.88,23.89,8.02,1.5,20.38,19010000000.0,22520000000.0,N/A,N/A,4.45,14.98,4.45,2180000000.0,1.5,754000000.0,2.99,18.10,4.20,294000000.0,1.23,3800000000.0,1.00,13.71,79.63,1.5,1.75,89.90,3160000.0,2.80,1.50,3210000.0,N/A
196,N/A,N/A,fitb,N/A,N/A,N/A,N/A,N/A,N/A,11.43,2.71,1.09,26.04,37.16,1.10,1.5,6.83,15460000000.0,29450000000.0,10.43,1.89,5.18,N/A,5.18,N/A,1.5,1400000000.0,1.66,4.50,2.30,3730000000.0,4.58,17710000000.0,N/A,17.35,18.98,1.5,0.39,79.00,9090000.0,1.20,1.10,8000000.0,N/A
197,N/A,N/A,fl,N/A,N/A,N/A,N/A,N/A,5.37,17.58,1.26,3.61,7.27,11.34,14.35,1.5,49.69,9030000000.0,7910000000.0,14.39,1.36,1.11,8.32,1.11,2130000000.0,1.5,520000000.0,3.56,20.70,6.70,967000000.0,6.92,134000000.0,3.53,17.30,62.59,1.5,1.27,89.10,9940000.0,4.40,6.90,11850000.0,N/A
198,N/A,N/A,flir,N/A,N/A,N/A,N/A,N/A,23.22,22.28,2.85,2.70,13.08,18.05,7.35,1.5,10.85,4330000000.0,4170000000.0,N/A,N/A,2.73,12.51,2.73,750370000.0,1.5,200260000.0,1.39,153.20,8.50,531370000.0,3.80,373790000.0,4.33,11.53,30.97,1.5,0.92,99.20,2570000.0,4.20,2.10,2620000.0,N/A
